datetime,count
2011-01-20 00:00:00,10.91436767578125
2011-01-20 01:00:00,5.477139472961426
2011-01-20 02:00:00,4.0124359130859375
2011-01-20 03:00:00,1.9938544034957886
2011-01-20 04:00:00,1.8620946407318115
2011-01-20 05:00:00,6.090160846710205
2011-01-20 06:00:00,34.53171920776367
2011-01-20 07:00:00,85.3456802368164
2011-01-20 08:00:00,190.6205291748047
2011-01-20 09:00:00,108.70755767822266
2011-01-20 10:00:00,52.7489013671875
2011-01-20 11:00:00,52.396121978759766
2011-01-20 12:00:00,62.67997360229492
2011-01-20 13:00:00,63.20256042480469
2011-01-20 14:00:00,66.76726531982422
2011-01-20 15:00:00,70.52641296386719
2011-01-20 16:00:00,77.9422607421875
2011-01-20 17:00:00,154.1728973388672
2011-01-20 18:00:00,136.0153045654297
2011-01-20 19:00:00,97.01795959472656
2011-01-20 20:00:00,66.25092315673828
2011-01-20 21:00:00,50.790462493896484
2011-01-20 22:00:00,39.79658508300781
2011-01-20 23:00:00,30.02312469482422
2011-01-21 00:00:00,12.019984245300293
2011-01-21 01:00:00,5.583864212036133
2011-01-21 02:00:00,4.193990707397461
2011-01-21 03:00:00,0.8258025646209717
2011-01-21 04:00:00,1.9865328073501587
2011-01-21 05:00:00,4.36909294128418
2011-01-21 06:00:00,33.06011962890625
2011-01-21 07:00:00,77.28853607177734
2011-01-21 08:00:00,159.03366088867188
2011-01-21 09:00:00,110.61595916748047
2011-01-21 10:00:00,43.614524841308594
2011-01-21 11:00:00,56.7169303894043
2011-01-21 12:00:00,62.485023498535156
2011-01-21 13:00:00,59.18284225463867
2011-01-21 14:00:00,56.625850677490234
2011-01-21 15:00:00,56.75550079345703
2011-01-21 16:00:00,70.08897399902344
2011-01-21 17:00:00,107.79341125488281
2011-01-21 18:00:00,119.05672454833984
2011-01-21 19:00:00,72.415771484375
2011-01-21 20:00:00,51.854286193847656
2011-01-21 21:00:00,44.470458984375
2011-01-21 22:00:00,31.173227310180664
2011-01-21 23:00:00,25.78116226196289
2011-01-22 00:00:00,27.793190002441406
2011-01-22 01:00:00,19.920475006103516
2011-01-22 02:00:00,12.385116577148438
2011-01-22 03:00:00,7.285335540771484
2011-01-22 04:00:00,1.9612079858779907
2011-01-22 06:00:00,1.7818737030029297
2011-01-22 07:00:00,8.072829246520996
2011-01-22 08:00:00,23.46178436279297
2011-01-22 09:00:00,50.26470184326172
2011-01-22 10:00:00,68.23377227783203
2011-01-22 11:00:00,76.38160705566406
2011-01-22 12:00:00,83.04157257080078
