4.477336814478207,3,0,0,2,2011,9,3,5,0,1.0814214298088234,-0.9373641585146605,-0.014431183668164286
5.5174528964647065,3,0,1,1,2012,8,13,0,14,2.1922598081330893,0.5072260055300414,-1.4128584905805155
5.814130531825067,4,0,0,1,2011,11,5,5,17,-0.6674032508285628,0.6605807744880352,-1.0130024500294017
6.436150368369428,3,0,1,1,2012,8,9,3,19,2.344417836452329,0.21141615601904906,-0.07355350633456464
4.262679877041316,2,0,1,1,2011,4,14,3,6,-1.1140133341083522,-0.9947335666945151,-0.058182713498347444
5.111987788356544,1,0,1,1,2012,1,18,2,20,-2.0306729113386064,1.3281692599229045,-0.699021482705627
6.1675164908883415,4,0,1,2,2012,10,15,0,7,0.5650455320974674,0.5613501396838051,1.061717754523541
5.313205979041787,1,0,1,1,2011,3,3,3,17,-1.38516078005571,0.3816228965577844,-2.6811398796729784
4.276666119016055,2,0,0,2,2011,6,19,6,7,1.1225586467471533,-0.7727736425689027,0.5201994600172954
5.6240175061873385,2,0,1,1,2012,4,5,3,12,-0.187900191067309,-0.04857934399343626,-2.1888835989070263
5.5012582105447265,3,0,1,1,2012,7,5,3,11,3.009569568147755,1.5390108484512726,-0.1596036046799161
5.332718793265369,2,0,1,1,2012,4,10,1,21,-0.29539955714423954,2.668209788952472,0.28645647705400695
5.976350909297934,4,0,0,1,2011,10,8,5,17,1.1420429419546843,0.07456236156385393,-0.6900707842963218
2.19722457733622,2,0,1,1,2011,6,6,0,2,0.5545546297413912,-1.473801835140045,0.5037438396143453
6.450470422144176,2,0,1,1,2012,4,9,0,17,0.3919867590293821,2.4055199830910245,0.2362536444199516
4.204692619390967,3,0,0,2,2011,8,7,6,2,1.4865632060302791,-0.6569107101107179,1.1120483645604073
2.19722457733622,1,0,0,1,2012,1,1,6,4,-1.5394100288897243,-1.2551119225826737,0.01010882425529765
5.783825182329737,3,0,0,1,2011,8,7,6,13,3.1113222147010418,1.276902037848045,0.10470467422602077
5.393627546352361,1,0,1,1,2012,1,17,1,16,-0.3004400162668118,2.0657482836887398,2.1114618034554273
4.605170185988092,1,0,1,1,2011,2,9,2,7,-3.067816192336514,0.04224306453651997,-1.194343426841447
6.3935907539506305,4,0,0,1,2012,10,13,5,14,0.03551476308044369,1.0746914482304462,-1.0491652783981353
3.5263605246161616,1,0,0,1,2011,3,13,6,1,-1.0129157503375223,-0.4554954954292957,-0.24729722195940632
5.958424693029783,2,0,1,1,2012,6,12,1,20,1.2976291644682252,-0.7882962341667583,0.8893158782767984
5.673323267171493,3,0,0,1,2011,7,9,5,11,2.021812785445123,1.1611836443176402,0.17868015332536827
3.4657359027997265,4,0,1,1,2011,11,3,3,0,-0.9730478533178251,-1.0845582834854663,-0.1344368835143859
6.228511003591184,2,0,1,1,2012,6,14,3,7,0.9309619934431043,0.5810349832489196,0.5296014513143044
5.552959584921617,3,0,1,1,2012,7,2,0,12,2.4466646476216787,1.0586902267352336,-0.9132550693806628
5.40717177146012,2,0,0,1,2012,5,13,6,9,1.046988141244127,-0.14485730542766273,-0.47585480417989745
4.465908118654584,1,0,1,1,2011,3,1,1,12,-1.3311171313273393,0.541479796793823,-1.2686648776829228
3.3672958299864737,2,0,1,1,2012,5,17,3,1,0.6932384153451568,-0.946405759385172,0.6745223955522798
5.288267030694535,4,0,1,2,2011,10,19,2,19,0.6209275727584149,-1.3003785791996345,0.682032640921568
5.662960480135946,3,0,0,1,2012,7,7,5,19,3.1967943406769144,0.6531401354344701,-1.171384590257256
5.916202062607435,3,0,1,1,2011,9,14,2,7,0.7089588942881971,-1.2939729051967026,0.3298194124955052
4.9126548857360515,4,0,1,1,2011,11,1,1,10,-0.3239661437600524,-0.32756177774043077,-0.34797663668412215
1.3862943611198906,4,0,1,1,2012,12,19,2,2,-1.4838506036836343,-0.6698082180629797,-0.5777364713739527
4.663439094112067,1,0,0,2,2011,3,6,6,13,-0.3570014291538656,-0.1977253203246482,2.130271716785438
4.31748811353631,1,0,0,2,2012,2,18,5,23,-1.0527014364002754,1.9762492206173594,0.2593001545355333
2.8903717578961645,4,0,1,1,2011,12,19,0,0,-2.130397027544066,-1.020260009306898,-0.25304033074088433
4.770684624465665,2,0,0,1,2011,6,11,5,0,1.5275194110520132,-0.9956451159275952,0.4110035391253954
4.465908118654584,1,0,1,2,2012,1,17,1,12,-1.4628897542752073,-0.345291579677815,1.3631431685570181
4.4543472962535064,1,0,1,2,2011,3,11,4,15,-1.1994945865828797,0.7213057181952469,-0.04886752635730748
6.261491684321044,3,0,0,1,2012,8,5,6,13,2.8608594750025604,2.1658019352250153,1.112910919755977
5.783825182329737,2,0,1,1,2012,4,2,0,15,-0.023443616071092507,2.3782137924046785,0.24361525604762338
5.25227342804663,2,0,0,1,2011,6,11,5,22,1.106838167804113,-0.4252064967573722,0.8649024430740698
1.6094379124341005,1,0,1,1,2011,1,4,1,5,-2.7222511380013454,-0.6620604465822771,-0.46692193695918305
3.5263605246161616,4,0,1,3,2011,12,7,2,13,-0.4716402575675563,-1.3700909301631734,1.3928589234921218
4.812184355372417,1,0,1,1,2011,2,16,2,16,-0.14610959810667706,2.2809826838893983,-0.011728947260638847
