count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
2.833213344056216,1,0,0,1,-1.3336606929832286,-1.0927369691094824,0.9932130543750465,-1.5677536666631693,2011,1,1,5,0
3.713572066704308,1,0,0,1,-1.4389072064763992,-1.182420830700571,0.9412492089868273,-1.5677536666631693,2011,1,1,5,1
3.4965075614664802,1,0,0,1,-1.4389072064763992,-1.182420830700571,0.9412492089868273,-1.5677536666631693,2011,1,1,5,2
2.639057329615259,1,0,0,1,-1.3336606929832286,-1.0927369691094824,0.6814299820457317,-1.5677536666631693,2011,1,1,5,3
0.6931471805599453,1,0,0,1,-1.3336606929832286,-1.0927369691094824,0.6814299820457317,-1.5677536666631693,2011,1,1,5,4
0.6931471805599453,1,0,0,2,-1.3336606929832286,-1.271514666886455,0.6814299820457317,-0.8324424654320689,2011,1,1,5,5
1.0986122886681096,1,0,0,1,-1.4389072064763992,-1.182420830700571,0.9412492089868273,-1.5677536666631693,2011,1,1,5,6
1.3862943611198906,1,0,0,1,-1.54415371996957,-1.271514666886455,1.253032281316142,-1.5677536666631693,2011,1,1,5,7
2.1972245773362196,1,0,0,1,-1.3336606929832286,-1.0927369691094824,0.6814299820457317,-1.5677536666631693,2011,1,1,5,8
2.70805020110221,1,0,0,1,-0.9126746390105459,-0.7351815735555368,0.7333938274339508,-1.5677536666631693,2011,1,1,5,9
3.6109179126442243,1,0,0,1,-0.5969350985310338,-0.46731003959268014,0.7333938274339508,0.5142603037869447,2011,1,1,5,10
4.04305126783455,1,0,0,1,-0.7021816120242045,-0.8248654351466257,0.9932130543750465,0.7596375908049122,2011,1,1,5,11
4.442651256490317,1,0,0,1,-0.38644207154469257,-0.28853234181570736,0.78535767282217,0.7596375908049122,2011,1,1,5,12
4.553876891600541,1,0,0,2,-0.17594904455835111,-0.10975464403873461,0.5255384458810742,0.8819159044024949,2011,1,1,5,13
4.672828834461906,1,0,0,2,-0.17594904455835111,-0.10975464403873461,0.5255384458810742,0.7596375908049122,2011,1,1,5,14
4.709530201312334,1,0,0,2,-0.28119555805152185,-0.198848480224619,0.78535767282217,0.8819159044024949,2011,1,1,5,15
4.543294782270004,1,0,0,2,-0.38644207154469257,-0.28853234181570736,1.0451768997632656,0.8819159044024949,2011,1,1,5,16
4.219507705176107,1,0,0,2,-0.28119555805152185,-0.198848480224619,1.0451768997632656,0.7596375908049122,2011,1,1,5,17
3.58351893845611,1,0,0,3,-0.38644207154469257,-0.28853234181570736,1.3569599720925802,0.5142603037869447,2011,1,1,5,18
3.6375861597263857,1,0,0,3,-0.38644207154469257,-0.28853234181570736,1.3569599720925802,0.5142603037869447,2011,1,1,5,19
3.6109179126442243,1,0,0,2,-0.4916885850378633,-0.37762617800159176,1.3049961267043613,0.5142603037869447,2011,1,1,5,20
3.5553480614894135,1,0,0,2,-0.4916885850378633,-0.37762617800159176,1.3049961267043613,0.024326389573811554,2011,1,1,5,21
3.367295829986474,1,0,0,2,-0.4916885850378633,-0.37762617800159176,1.6687430444218951,0.2697036765917794,2011,1,1,5,22
3.6888794541139363,1,0,0,2,-0.17594904455835111,-0.10975464403873461,1.3569599720925802,0.8819159044024949,2011,1,1,5,23
2.8903717578961645,1,0,0,2,-0.17594904455835111,-0.10975464403873461,1.3569599720925802,0.8819159044024949,2011,1,2,6,0
2.8903717578961645,1,0,0,2,-0.28119555805152185,-0.198848480224619,1.6687430444218951,0.5142603037869447,2011,1,2,6,1
2.302585092994046,1,0,0,2,-0.38644207154469257,-0.28853234181570736,1.9805261167512098,0.7596375908049122,2011,1,2,6,2
1.9459101490553132,1,0,0,2,-0.17594904455835111,-0.10975464403873461,1.6687430444218951,0.024326389573811554,2011,1,2,6,3
1.3862943611198906,1,0,0,2,-0.17594904455835111,-0.10975464403873461,1.6687430444218951,0.024326389573811554,2011,1,2,6,4
1.0986122886681096,1,0,0,3,-0.38644207154469257,-0.28853234181570736,0.78535767282217,0.8819159044024949,2011,1,2,6,6
0.6931471805599453,1,0,0,2,-0.4916885850378633,-0.37762617800159176,0.7333938274339508,0.024326389573811554,2011,1,2,6,7
2.1972245773362196,1,0,0,3,-0.4916885850378633,-0.37762617800159176,0.47357460049285516,0.2697036765917794,2011,1,2,6,8
3.044522437723423,1,0,0,2,-0.5969350985310338,-0.46731003959268014,0.7333938274339508,0.2697036765917794,2011,1,2,6,9
3.9889840465642745,1,0,0,2,-0.7021816120242045,-0.7351815735555368,0.9932130543750465,0.2697036765917794,2011,1,2,6,10
4.2626798770413155,1,0,0,2,-0.7021816120242045,-0.8248654351466257,0.47357460049285516,0.5142603037869447,2011,1,2,6,11
4.543294782270004,1,0,0,2,-0.7021816120242045,-0.8248654351466257,0.2137553735517595,0.8819159044024949,2011,1,2,6,12
4.330733340286331,1,0,0,2,-0.7021816120242045,-0.7351815735555368,0.2137553735517595,-0.4656075246393211,2011,1,2,6,13
4.0943445622221,1,0,0,3,-0.7021816120242045,-0.7351815735555368,0.7333938274339508,0.024326389573811554,2011,1,2,6,14
4.31748811353631,1,0,0,3,-0.8074281255173752,-0.8248654351466257,0.9932130543750465,-0.22023023762135344,2011,1,2,6,15
4.343805421853684,1,0,0,3,-0.8074281255173752,-0.8248654351466257,0.47357460049285516,-0.22023023762135344,2011,1,2,6,16
4.189654742026425,1,0,0,1,-0.8074281255173752,-0.8248654351466257,-0.2539192349422127,0.024326389573811554,2011,1,2,6,17
3.9889840465642745,1,0,0,2,-0.7021816120242045,-0.8248654351466257,-0.8255215342126231,1.1272931914204625,2011,1,2,6,18
3.4339872044851463,1,0,0,1,-0.9126746390105459,-1.0927369691094824,-1.0333769157654995,2.1071610198467283,2011,1,2,6,19
